"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"78","BIOCARTA_RHO_PATHWAY%MSIGDB_C2%BIOCARTA_RHO_PATHWAY","0.570838837516513","1","-0.345041514094712","-0.922112987407746","3456","25","c(""Arhgef5"", ""Arpc1b"", ""Gsn"", ""Pip5k1b"", ""Tln1"", ""Arhgef11"", ""Rhoa"")"
"79","PID_EPHRINB_REV_PATHWAY%MSIGDB_C2%PID_EPHRINB_REV_PATHWAY","0.384858569051581","0.890338833171573","-0.402349873959736","-1.05718520524208","2312","23","c(""Lck"", ""Itga2b"", ""Ephb1"", ""Rgs3"", ""Lyn"", ""Ptpn13"", ""Hck"", ""Cxcr4"", ""Fyn"", ""Efnb1"", ""Tiam1"")"
"80","PID_UPA_UPAR_PATHWAY%MSIGDB_C2%PID_UPA_UPAR_PATHWAY","0.234808454425363","0.728799813115949","-0.44475298107172","-1.18858886041744","1421","25","c(""Plau"", ""Itgam"", ""Itgb2"", ""Plg"", ""Itga5"", ""Gpld1"", ""Vtn"", ""Dock1"")"
"81","BIOCARTA_VIP_PATHWAY%MSIGDB_C2%BIOCARTA_VIP_PATHWAY","0.550523496469442","1","0.341375126871352","0.925255149962413","2260","19","c(""Vipr2"", ""Map3k1"", ""Egr3"", ""Ppp3cb"", ""Prkar1b"", ""Ppp3ca"", ""Plcg1"")"
"82","PID_S1P_META_PATHWAY%MSIGDB_C2%PID_S1P_META_PATHWAY","0.527020159241064","0.985849841050006","-0.383732723866323","-0.95526121538224","3110","18","c(""S1pr5"", ""Gna12"", ""S1pr2"", ""Gna13"", ""Gnai2"", ""Gnai3"")"
"83","PID_ECADHERIN_STABILIZATION_PATHWAY%MSIGDB_C2%PID_ECADHERIN_STABILIZATION_PATHWAY","0.999739786625032","1","0.139733170219396","0.414890367694221","3841","29","c(""Hgf"", ""Nckap1"", ""Zyx"", ""Efna1"", ""Abi1"", ""Mgat3"", ""Enah"", ""Kifc3"", ""Vasp"", ""Pip5k1c"", ""Arf6"", ""Diaph1"", ""Rock1"")"
"84","PID_IL12_2PATHWAY%MSIGDB_C2%PID_IL12_2PATHWAY","0.326337712271708","0.835334341481282","-0.383436452085203","-1.09464502271446","2036","35","c(""Cd4"", ""Cd247"", ""Lck"", ""Fos"", ""RT1-Da"", ""Faslg"", ""Gadd45b"")"
"85","PID_CXCR4_PATHWAY%MSIGDB_C2%PID_CXCR4_PATHWAY","0.00974457404399823","0.162667471004855","-0.452953992984094","-1.51102150219371","65","85","c(""Itga4"", ""Cd4"", ""Cd247"", ""Itga10"", ""Rgs1"", ""Pik3cg"", ""Lck"", ""Pik3r6"", ""Itga11"", ""Ptpn6"", ""Inpp5d"", ""Rhoc"", ""Itga6"", ""RT1-Da"", ""Itga5"", ""Lyn"", ""Ptprc"", ""Plcb3"", ""Hck"", ""Gna13"", ""Cxcr4"", ""Cxcl12"", ""Csk"", ""Stat5b"", ""Gnai2"", ""Fyn"", ""Itgb1"", ""Plcb2"")"
"86","HALLMARK_HEME_METABOLISM%MSIGDB_C2%HALLMARK_HEME_METABOLISM","1","1","-0.141391140413577","-0.504631254020365","7280","142","c(""Spta1"", ""C3"", ""Ctse"", ""Tal1"", ""Clic2"", ""Slc2a1"", ""Igsf3"", ""Abcg2"", ""Alas2"", ""Car1"", ""Tmcc2"", ""Lamp2"", ""Ucp2"", ""Nnt"", ""Slc6a9"", ""Trak2"", ""Lrp10"", ""Glrx5"", ""Nek7"", ""Pgls"", ""Arl2bp"", ""Rbm38"", ""Car2"", ""Hdgf"", ""Slc30a10"", ""Rap1gap"", ""Rcl1"")"
"87","PID_GLYPICAN_1PATHWAY%MSIGDB_C2%PID_GLYPICAN_1PATHWAY","0.422296173044925","0.918971064284028","-0.391191175909316","-1.02786542349947","2537","23","c(""Lck"", ""Tgfb2"", ""Lama1"", ""Lyn"", ""Hck"", ""Tgfbr1"", ""Vegfa"", ""Fyn"", ""Serpinc1"", ""Fgfr1"", ""Flt1"")"
"88","PID_FANCONI_PATHWAY%MSIGDB_C2%PID_FANCONI_PATHWAY","0.902590179564596","1","-0.24537828115676","-0.709537895548624","5679","37","c(""Brca1"", ""Ube2t"", ""Rad1"", ""Rfc3"", ""Rfc2"", ""Rmi1"", ""Sspo"", ""Fancl"", ""Rfc4"")"
"89","PID_FRA_PATHWAY%MSIGDB_C2%PID_FRA_PATHWAY","0.44727636181909","0.933629919419753","-0.388882761029198","-1.01247191820846","2684","22","c(""Plau"", ""Hmox1"", ""Ccna2"", ""Nfatc2"", ""Mmp2"", ""Nos3"", ""Jund"", ""Gja1"", ""Nfatc3"", ""Ccnd1"")"
"90","BIOCARTA_CTCF_PATHWAY%MSIGDB_C2%BIOCARTA_CTCF_PATHWAY","0.23936981196002","0.733556094813384","-0.479245217092143","-1.19302926248491","1412","18","c(""Pik3cg"", ""Tgfb2"")"
"91","BIOCARTA_AKT_PATHWAY%MSIGDB_C2%BIOCARTA_AKT_PATHWAY","0.461407972858355","0.944550689701353","-0.397390927951998","-1.00140160849978","2719","19","c(""Pik3cg"", ""Faslg"", ""Ghr"")"
"92","PID_TNF_PATHWAY%MSIGDB_C2%PID_TNF_PATHWAY","0.797155325682883","1","-0.277883902107892","-0.787505526323598","4931","34","c(""Casp8"", ""Birc3"", ""Adam17"", ""Nsmaf"", ""Tnfrsf1b"", ""Ripk1"")"
"93","BIOCARTA_BAD_PATHWAY%MSIGDB_C2%BIOCARTA_BAD_PATHWAY","0.597182626194868","1","-0.354323415593478","-0.905853805829521","3560","20","c(""Pik3cg"", ""Csf2rb"")"
"94","PID_BETA_CATENIN_NUC_PATHWAY%MSIGDB_C2%PID_BETA_CATENIN_NUC_PATHWAY","0.905884165126309","1","-0.233246433945868","-0.729048806793641","5880","56","c(""Krt1"", ""Tcf7"", ""Mmp2"", ""Klf4"", ""Tcf7l1"", ""Tle4"", ""Tert"", ""Lef1"", ""Ctnnbip1"", ""Ccnd1"", ""Sspo"", ""Hbp1"", ""Hdac1"", ""Cby1"")"
"95","PID_KIT_PATHWAY%MSIGDB_C2%PID_KIT_PATHWAY","0.812351543942993","1","-0.263006170995813","-0.782000681181264","5129","43","c(""Sh2b2"", ""Ptpn6"", ""Gab1"", ""Dok1"", ""Lyn"", ""Pik3c2b"", ""Ptpro"", ""Bcl2"")"
"96","BIOCARTA_CREB_PATHWAY%MSIGDB_C2%BIOCARTA_CREB_PATHWAY","0.0606585788561525","0.422218255011437","0.531742507318222","1.45734224005513","244","20","c(""Prkca"", ""Prkcb"", ""Creb1"", ""Camk2a"", ""Mapk1"", ""Camk2d"", ""Prkar1b"", ""Rps6ka5"")"
"97","BIOCARTA_MAPK_PATHWAY%MSIGDB_C2%BIOCARTA_MAPK_PATHWAY","0.801144923169629","1","0.23366759956604","0.840470550462323","2658","75","c(""Map3k7"", ""Map4k1"", ""Map3k1"", ""Mapk10"", ""Map3k6"", ""Map2k4"", ""Rapgef2"", ""Creb1"", ""Tgfb3"", ""Tradd"", ""Map4k3"", ""Mapk1"", ""Map3k2"", ""Mknk1"", ""Cebpa"", ""Rps6ka2"", ""Atf2"", ""Mef2d"", ""Mapk8"", ""Mapk9"")"
"98","BIOCARTA_PPARA_PATHWAY%MSIGDB_C2%BIOCARTA_PPARA_PATHWAY","0.975779642235238","1","-0.208423326133909","-0.614984957795465","6163","41","c(""Pik3cg"", ""Cpt1b"", ""Cited2"", ""Nrip1"", ""Hsd17b4"", ""Stat5b"", ""Pdgfa"")"
"99","HALLMARK_XENOBIOTIC_METABOLISM%MSIGDB_C2%HALLMARK_XENOBIOTIC_METABOLISM","0.0538035961272476","0.404384709443342","-0.367756195309915","-1.30348257073688","388","134","c(""Ptgr1"", ""Tgfb2"", ""Hmox1"", ""Fas"", ""Lcat"", ""Ptgds"", ""Irf8"", ""Fmo1"", ""Arg1"", ""Slc6a12"", ""Tmem176b"", ""Xdh"", ""Cyp4f4"", ""Plg"", ""Slc1a5"", ""Fah"", ""Epha2"", ""Aox1"", ""Pros1"", ""Bphl"", ""Apoe"", ""Slc12a4"", ""Papss2"", ""Vtn"", ""Ndrg2"", ""Mthfd1"", ""Ddah2"", ""Asl"", ""Rbp4"", ""Dhrs7"", ""Nfs1"", ""Ttpa"", ""Hacl1"", ""Hes6"", ""Pdlim5"")"
"100","HALLMARK_BILE_ACID_METABOLISM%MSIGDB_C2%HALLMARK_BILE_ACID_METABOLISM","0.484514592019059","0.959518189380861","-0.298691318837294","-0.98470372951027","3253","77","c(""Lck"", ""Cyp39a1"", ""Slc27a2"", ""Rbp1"", ""Efhc1"", ""Slc22a18"", ""Pipox"", ""Slco1a4"", ""Fads1"", ""Abca1"", ""Hsd17b4"", ""Hacl1"", ""Scp2"", ""Tfcp2l1"", ""Gstk1"", ""Idh2"", ""Pex13"", ""Bcar3"", ""Pex11g"", ""Pex7"", ""Cyp7b1"", ""Nudt12"", ""Slc35b2"", ""Mlycd"", ""Crot"", ""Phyh"", ""Aldh9a1"", ""Paox"", ""Rxra"", ""Slc29a1"", ""Amacr"", ""Sod1"", ""Rxrg"", ""Idh1"", ""Retsat"")"
"101","ST_MYOCYTE_AD_PATHWAY%MSIGDB_C2%ST_MYOCYTE_AD_PATHWAY","0.886174724342663","1","-0.273557316791388","-0.689348240694787","5223","19","c(""Kcnj5"", ""Ptx3"")"
"102","BIOCARTA_TEL_PATHWAY%MSIGDB_C2%BIOCARTA_TEL_PATHWAY","0.996937212863706","1","-0.175923847812723","-0.431660191493494","5858","17","c(""Tert"", ""Bcl2"", ""Xrcc6"", ""LOC103692716"", ""Igf1r"")"
"103","HALLMARK_IL6_JAK_STAT3_SIGNALING%MSIGDB_C2%HALLMARK_IL6_JAK_STAT3_SIGNALING","0.00261860751694393","0.0774530337426116","-0.546279417464706","-1.70748315736736","16","56","c(""Cd44"", ""Pf4"", ""Itga4"", ""Cd14"", ""Map3k8"", ""Hmox1"", ""Fas"", ""Csf3r"", ""Csf2rb"", ""Pim1"", ""Cxcl13"", ""Il17rb"", ""Il13ra1"", ""Il10rb"", ""Ifngr1"", ""Il4r"", ""Lepr"", ""Cd38"", ""Tnfrsf1b"", ""Tlr2"", ""Bak1"")"
"104","PID_LIS1_PATHWAY%MSIGDB_C2%PID_LIS1_PATHWAY","0.694509151414309","1","-0.320316926177304","-0.841641410274565","4173","23","c(""Reln"", ""Pla2g7"", ""Dynlt1"", ""Katna1"", ""Cdk5r2"", ""Rhoa"", ""Abl1"", ""Dab1"")"
"105","BIOCARTA_CASPASE_PATHWAY%MSIGDB_C2%BIOCARTA_CASPASE_PATHWAY","0.0840250719972895","0.487057403179519","-0.56407637758732","-1.40420728415694","495","18","c(""Casp8"", ""Birc3"", ""Arhgdib"", ""Casp1"", ""Lmnb1"")"
"106","PID_MAPK_TRK_PATHWAY%MSIGDB_C2%PID_MAPK_TRK_PATHWAY","0.952120739005985","1","0.21827048398078","0.648080346372984","3658","29","c(""Creb1"", ""Trpv1"", ""Cdk5r1"", ""Mapk1"", ""Map3k2"", ""Map2k1"", ""Prkcd"", ""Rps6ka5"", ""Srf"", ""Nras"", ""Rap1b"", ""Mef2c"", ""Rit1"", ""Elk1"")"
"107","PID_RHOA_PATHWAY%MSIGDB_C2%PID_RHOA_PATHWAY","0.99381345177665","1","-0.183662927457942","-0.538420240426287","6264","40","c(""Fos"", ""Slc9a3"", ""F2rl2"", ""Pld1"", ""Pld2"", ""Mapk12"", ""Pip5k1b"", ""Itgb1"", ""Tln1"")"
"108","BIOCARTA_CELLCYCLE_PATHWAY%MSIGDB_C2%BIOCARTA_CELLCYCLE_PATHWAY","0.152799047132891","0.622808008466908","-0.527047906827056","-1.29320500441419","897","17","c(""Cdkn2c"", ""Rbl1"", ""Cdk1"", ""Ccne1"", ""Cdkn1a"", ""Cdk4"", ""Ccnd1"", ""Cdk2"")"
"109","PID_IL6_7_PATHWAY%MSIGDB_C2%PID_IL6_7_PATHWAY","0.816046450250726","1","0.256968701796288","0.786104551034143","3091","33","c(""Socs3"", ""Map2k4"", ""Jak1"", ""Junb"", ""Lmo4"")"
"110","BIOCARTA_TNFR1_PATHWAY%MSIGDB_C2%BIOCARTA_TNFR1_PATHWAY","0.954144908616188","1","-0.227782520788542","-0.625394772024837","5846","28","c(""Casp8"", ""Arhgdib"", ""Ripk1"", ""Lmnb1"", ""Tnfrsf1a"", ""Cradd"", ""Pak1"", ""Casp3"")"
"111","PID_BMP_PATHWAY%MSIGDB_C2%PID_BMP_PATHWAY","0.229802513464991","0.723445468330298","-0.435969801149777","-1.18880236492976","1407","27","c(""Fst"", ""Bmp4"", ""Rgma"", ""Bmp2"", ""Ctdsp1"", ""Bambi"", ""Ppp1r15a"", ""Smad6"")"
"112","HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY%MSIGDB_C2%HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY","0.985581544376802","1","-0.199292262220888","-0.568945079997571","6151","35","c(""Fes"", ""Gpx3"", ""Atox1"", ""Prdx1"", ""Hhex"", ""Prdx6"", ""Lsp1"", ""Oxsr1"", ""Glrx2"", ""Sod1"", ""Mgst1"", ""Ndufa6"", ""Sbno2"", ""Txnrd1"")"
"113","BIOCARTA_CERAMIDE_PATHWAY%MSIGDB_C2%BIOCARTA_CERAMIDE_PATHWAY","0.763979302286763","1","-0.305525948483695","-0.788186826300771","4576","21","c(""Casp8"", ""Nsmaf"", ""Ripk1"", ""Bcl2"", ""Tnfrsf1a"")"
"114","HALLMARK_HYPOXIA%MSIGDB_C2%HALLMARK_HYPOXIA","0.0604373217438544","0.422218255011437","-0.357259726887036","-1.28352711271001","444","149","c(""Adm"", ""Cp"", ""Hmox1"", ""Maff"", ""Tgm2"", ""Slc2a5"", ""Pim1"", ""Chst3"", ""Hs3st1"", ""S100a4"", ""Mt1"", ""Anxa2"", ""Hk2"", ""Stbd1"", ""Fos"", ""Tes"", ""Ppfia4"", ""Adora2b"", ""Gaa"", ""Nfil3"", ""Sdc4"", ""Slc2a1"", ""Ppp1r15a"", ""Stc1"", ""Ampd3"", ""Siah2"", ""LOC100910284"", ""Phkg1"", ""Ddit4"", ""Ctgf"", ""Isg20"", ""Cited2"", ""Ppp1r3c"", ""Angptl4"", ""Cdkn1a"", ""Gapdhs"", ""Cxcr4"", ""Tpbg"", ""Pgm1"", ""Bcl2"", ""Atp7a"", ""Slc25a1"", ""Aldoc"", ""Vegfa"", ""Ddit3"", ""Kif5a"")"
"115","PID_TXA2PATHWAY%MSIGDB_C2%PID_TXA2PATHWAY","0.0248103666245259","0.265474335587603","-0.496624419623824","-1.49337463651641","156","46","c(""Prkcq"", ""Pik3cg"", ""Lck"", ""Pik3r6"", ""Prkch"", ""Tgm2"", ""Gna12"", ""Lyn"", ""Hck"", ""Nos3"", ""Gna13"", ""Gnai2"", ""Fyn"", ""Plcb2"", ""Vcam1"")"
"116","NABA_SECRETED_FACTORS%MSIGDB_C2%NABA_SECRETED_FACTORS","0.00503675469643343","0.11258883558493","-0.415363865305887","-1.49052839960945","36","148","c(""Pf4"", ""Il1rn"", ""Ccl24"", ""Fst"", ""Angpt4"", ""Sfrp1"", ""Wnt9b"", ""Cbln4"", ""Fgf1"", ""Tgfb2"", ""Il17b"", ""Brinp3"", ""Bmp4"", ""Wfikkn1"", ""Tnfsf10"", ""Tnfsf4"", ""Cxcl13"", ""S100a4"", ""Hhip"", ""Wfikkn2"", ""Wnt7a"", ""Wnt16"", ""Tnfsf13b"", ""Wnt3"", ""Bmp2"", ""Il25"", ""Tnfsf13"", ""Fgf21"", ""Faslg"", ""S100a16"", ""Tgfa"", ""Ccl19"", ""S100a3"", ""Igf2"", ""Scube1"", ""Inhbb"", ""Gdf10"", ""Mdk"", ""Btc"", ""Il15"", ""Sfrp4"", ""S100a13"", ""Cntf"", ""Cxcl14"", ""S100b"", ""LOC100911486"", ""Cbln2"", ""Angptl4"", ""Cxcl12"", ""Egfl6"", ""Wnt5b"", ""Il12a"", ""Angpt2"", ""Pdgfa"", 
""Crhbp"", ""Nrtn"", ""Wnt2b"", ""Vegfa"", ""Vwc2"", ""Fstl3"", ""Il18"", ""Vwc2l"", ""Il34"", ""Scube3"", ""Wif1"", ""Wnt7b"", ""Ctf1"", ""Fstl1"")"
"117","SA_TRKA_RECEPTOR%MSIGDB_C2%SA_TRKA_RECEPTOR","0.875193398659103","1","-0.284816311932862","-0.680374641220388","5090","15","c(""Cdkn1a"", ""Akt2"", ""Ngfr"", ""Rhoa"", ""Pik3cd"")"
"118","BIOCARTA_WNT_PATHWAY%MSIGDB_C2%BIOCARTA_WNT_PATHWAY","0.27231807951988","0.77199793753103","0.408591605018046","1.14402559478612","1088","22","c(""Map3k7"", ""Fzd1"", ""Hdac1l"", ""Tle1"", ""Nlk"", ""Gsk3b"")"
"119","HALLMARK_FATTY_ACID_METABOLISM%MSIGDB_C2%HALLMARK_FATTY_ACID_METABOLISM","0.119572756276876","0.55998086192016","-0.344111222526529","-1.21588841667234","861","130","c(""Ube2l6"", ""Acaa2"", ""Ltc4s"", ""Fmo1"", ""Acsm3"", ""Hpgd"", ""Gpd1"", ""Eci1"", ""Hsd17b10"", ""Aadat"", ""Nthl1"", ""Bphl"", ""H2afz"", ""Eci3"", ""Acads"", ""LOC100365958"", ""Acss1"", ""Acat2"", ""Rdh11"", ""Adipor2"", ""Lgals1"", ""Mcee"", ""Acadvl"", ""Tp53inp2"", ""Gapdhs"", ""G0s2"", ""Acadl"", ""Hsd17b4"", ""Decr1"", ""Hsdl2"", ""Cd1d1"", ""Gad2"", ""Prdx6"", ""Hadh"", ""Acot2"", ""Bckdhb"", ""Ech1"", ""Ccdc58"", ""Maoa"", ""Mlycd"", ""Acadm"", ""Aldh9a1"", ""Sdhd"", ""LOC103692716"")"
"120","HALLMARK_ALLOGRAFT_REJECTION%MSIGDB_C2%HALLMARK_ALLOGRAFT_REJECTION","0.000139742873113471","0.0136523982519876","-0.52185194373237","-1.8311197628671","0","123","c(""Pf4"", ""Cd4"", ""RT1-Ba"", ""Cd247"", ""Krt1"", ""Cartpt"", ""Itgal"", ""Cd40"", ""Irf7"", ""Lck"", ""Tgfb2"", ""Brca1"", ""Fcgr2b"", ""Fas"", ""Cd86"", ""Nlrp3"", ""Itk"", ""Ly86"", ""Irf8"", ""Itgb2"", ""Ptpn6"", ""Gbp2"", ""Cxcl13"", ""Lcp2"", ""Srgn"", ""RT1-Da"", ""Faslg"", ""Hcls1"", ""Ifngr1"", ""Lyn"", ""Tlr6"", ""Ccl19"", ""Il4r"", ""Ptprc"", ""Inhbb"")"
"121","HALLMARK_MYOGENESIS%MSIGDB_C2%HALLMARK_MYOGENESIS","0.0495035852178709","0.386505130338325","-0.368632503707557","-1.31133156979689","358","138","c(""Cfd"", ""Fst"", ""Myom1"", ""Casq2"", ""Myh3"", ""Bdkrb2"", ""Sgcg"", ""Aplnr"", ""Tnnc2"", ""Nos1"", ""Cryab"", ""Efs"", ""Apod"", ""Gsn"", ""Erbb3"", ""Ppfia4"", ""Col3a1"", ""Gaa"", ""Aebp1"", ""Sod3"", ""Gadd45b"", ""Chrnb1"", ""Gpx3"", ""Gja5"", ""Sh3bgr"", ""Cnn3"", ""Sparc"", ""Hspb8"", ""Mapk12"", ""Ppp1r3c"", ""Myh7"", ""Cdkn1a"", ""Ptp4a3"", ""Akt2"", ""Clu"")"
"122","NABA_CORE_MATRISOME%MSIGDB_C2%NABA_CORE_MATRISOME","0.00135427952329361","0.0487728722763934","-0.426229570093458","-1.53969050558984","9","158","c(""Vwa7"", ""Mepe"", ""Matn4"", ""Dpt"", ""Col13a1"", ""Vwa5b1"", ""Chad"", ""Bmper"", ""Efemp1"", ""Col11a1"", ""Colq"", ""Igfbpl1"", ""Lamb3"", ""Igfbp6"", ""Col9a1"", ""Reln"", ""Fbln7"", ""Spon2"", ""Ntn5"", ""Col17a1"", ""Pcolce"", ""Col9a2"", ""Crispld1"", ""Srgn"", ""Ntng1"", ""Col5a3"", ""Cthrc1"", ""Nid1"", ""Lama1"", ""Mfap2"", ""Tecta"", ""Ntn1"", ""Lgi3"", ""Spp1"", ""Col6a6"", ""Col3a1"", ""Fmod"", ""Egflam"", ""Thbs2"", ""Col16a1"", ""Aebp1"", ""Lgi4"", ""Col4a5"", ""Vtn"", ""Vwa1"", ""Hmcn1"", ""LOC100910284"", ""Sparc"", ""Prelp"", ""Ctgf"", ""Optc"", ""Col18a1"")"
"123","PID_NFKAPPAB_CANONICAL_PATHWAY%MSIGDB_C2%PID_NFKAPPAB_CANONICAL_PATHWAY","0.966581849024597","1","-0.22672235993728","-0.571326922570015","5697","19","Nod2"
"124","PID_PDGFRB_PATHWAY%MSIGDB_C2%PID_PDGFRB_PATHWAY","0.829857142857143","1","-0.237825242271886","-0.81946899522147","5808","107","c(""Pik3cg"", ""Lck"", ""Pik3r6"", ""Arpc1b"", ""Fos"", ""Arap1"", ""Gab1"", ""Dok1"", ""Lyn"", ""Sipa1"", ""Hck"", ""Slc9a3r2"", ""Vav2"", ""Jund"", ""Csk"", ""Eif2ak2"", ""Stat5b"")"
"125","HALLMARK_INTERFERON_ALPHA_RESPONSE%MSIGDB_C2%HALLMARK_INTERFERON_ALPHA_RESPONSE","0.00119012198750372","0.0449415482562691","-0.509686545024196","-1.68803572659543","7","79","c(""Casp8"", ""Ifit3"", ""Ifitm1"", ""Txnip"", ""Gbp4"", ""Ube2l6"", ""Irf7"", ""Ifi30"", ""Uba7"", ""Trim21"", ""Epsti1"", ""Ifitm3"", ""Gbp2"", ""Cnp"", ""Ifi35"", ""Mx2"", ""Parp12"", ""Tmem140"", ""Oas1a"", ""Isg15"", ""Il4r"", ""Usp18"", ""Il15"", ""Casp1"", ""Trim5"", ""Isg20"", ""Ifitm2"", ""Parp9"", ""Ifi44"", ""Eif2ak2"", ""Psmb9"")"
"126","BIOCARTA_MCALPAIN_PATHWAY%MSIGDB_C2%BIOCARTA_MCALPAIN_PATHWAY","0.208727272727273","0.692824067038902","0.467034860138163","1.22518620724266","860","17","c(""Capn1"", ""Capns1"", ""Acta1"", ""Mapk1"", ""Mylk"", ""Pxn"", ""Prkar1b"")"
"127","BIOCARTA_PYK2_PATHWAY%MSIGDB_C2%BIOCARTA_PYK2_PATHWAY","0.0405811623246493","0.346141295749394","0.533451022767251","1.51241678322909","161","23","c(""Map3k1"", ""Prkca"", ""Map2k4"", ""Prkcb"", ""Mapk1"", ""Ptk2b"", ""Mapk8"", ""Map2k1"", ""Plcg1"", ""Bcar1"", ""Jun"")"
"128","PID_FAS_PATHWAY%MSIGDB_C2%PID_FAS_PATHWAY","0.331562852084339","0.840686905594549","-0.387744955609362","-1.09496433673636","2059","33","c(""Casp8"", ""Fas"", ""Birc3"", ""Faslg"")"
"129","HALLMARK_HEDGEHOG_SIGNALING%MSIGDB_C2%HALLMARK_HEDGEHOG_SIGNALING","0.662443916600686","1","0.285074146553599","0.872083185311852","2509","33","c(""Slit1"", ""Cdk6"", ""Tle1"", ""Ophn1"", ""Nrp1"", ""Cdk5r1"", ""Pml"", ""L1cam"", ""Rasa1"", ""Nrcam"", ""Ets2"", ""Nf1"")"
"130","PID_THROMBIN_PAR1_PATHWAY%MSIGDB_C2%PID_THROMBIN_PAR1_PATHWAY","0.991188721563601","1","-0.190524511049022","-0.54391466067127","6186","35","c(""Gna12"", ""F2rl2"", ""Plcb3"", ""Nos3"", ""F2r"", ""Gna13"", ""Gnai2"", ""Plcb2"", ""Gnai3"", ""Rhoa"")"
"131","BIOCARTA_EIF4_PATHWAY%MSIGDB_C2%BIOCARTA_EIF4_PATHWAY","0.464472700074794","0.946094038722656","0.356942329653597","0.988728512493593","1862","21","c(""Prkca"", ""Irs1"", ""Prkcb"", ""Pdk2"", ""Pdpk1"", ""Mapk1"", ""Mknk1"", ""Mtor"", ""Eif4g3"", ""Pten"", ""Rps6kb1"", ""Eif4a2"", ""Eif4g1"")"
"132","BIOCARTA_CK1_PATHWAY%MSIGDB_C2%BIOCARTA_CK1_PATHWAY","0.708440777032835","1","-0.344927586365943","-0.823969600716063","4120","15","Drd2"
"133","HALLMARK_NOTCH_SIGNALING%MSIGDB_C2%HALLMARK_NOTCH_SIGNALING","0.885071987875726","1","0.249780440562553","0.713835261016833","3503","24","c(""Fzd1"", ""Prkca"", ""Notch3"", ""Jag1"", ""Dtx4"", ""Dtx2"", ""Wnt5a"")"
"134","PID_HDAC_CLASSI_PATHWAY%MSIGDB_C2%PID_HDAC_CLASSI_PATHWAY","0.981252929229808","1","-0.203327002594606","-0.619630742237812","6280","49","c(""LOC100911453"", ""Nr2c1"", ""Sirt2"", ""Prmt5"", ""Gata2"", ""Tnfrsf1a"", ""Sspo"", ""Hdac1"", ""Smad7"", ""Ube2i"", ""Gatad2b"", ""Crebbp"", ""Mta2"", ""RGD1561590"", ""Rela"", ""Nfkb1"")"
"135","PID_HES_HEY_PATHWAY%MSIGDB_C2%PID_HES_HEY_PATHWAY","0.35751211631664","0.865926420347203","-0.38508062051514","-1.07509350431489","2212","31","c(""Cd4"", ""Twist1"", ""Id1"", ""Gaa"", ""Runx2"", ""Ghr"")"
"136","ST_GA12_PATHWAY%MSIGDB_C2%ST_GA12_PATHWAY","0.731397901927299","1","0.302060613823221","0.804807124838154","2997","18","c(""Nr4a3"", ""Rasal1"", ""Mapk1"", ""Mapk8"", ""Ephb2"", ""Jun"", ""Pld3"")"
"137","PID_CXCR3_PATHWAY%MSIGDB_C2%PID_CXCR3_PATHWAY","0.119928883142072","0.560281961621858","-0.461469408570425","-1.30777532171473","741","34","c(""Pf4"", ""Itgal"", ""Itgb2"", ""Cxcl13"")"
"138","PID_RB_1PATHWAY%MSIGDB_C2%PID_RB_1PATHWAY","0.49335503119067","0.965729438256724","0.301218816265116","0.977565377009003","1818","43","c(""Smarcb1"", ""E2f3"", ""Cdk6"", ""Hdac1l"", ""Brd2"", ""Atf7"", ""Cebpa"", ""Atf2"", ""Cbx4"", ""Suv39h1l1"", ""Mapk9"", ""Aatf"")"
"139","PID_TELOMERASE_PATHWAY%MSIGDB_C2%PID_TELOMERASE_PATHWAY","0.881777529346003","1","0.228107541681394","0.771145777446838","3154","53","c(""Nr2f2"", ""Hdac1l"", ""Esr1"", ""Blm"", ""Smad3"", ""Pinx1"", ""Sin3a"", ""Ube3a"", ""Mapk1"")"
"140","PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY%MSIGDB_C2%PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY","0.755526867839277","1","-0.289182099378581","-0.805124191772589","4681","30","c(""Ptpn6"", ""Gsn"", ""Gab1"", ""Tln1"", ""Pak1"", ""Gnai3"", ""Pik3cd"", ""Ptpn11"")"
"141","BIOCARTA_G1_PATHWAY%MSIGDB_C2%BIOCARTA_G1_PATHWAY","0.912153236459709","1","-0.253594303682774","-0.677723089559366","5523","25","c(""Tgfb2"", ""Cdk1"", ""Ccne1"", ""Cdkn1a"", ""Cdk4"", ""Ccnd1"", ""Cdk2"", ""Hdac1"", ""Cdkn1b"", ""Abl1"", ""Tgfb1"")"
"142","SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES%MSIGDB_C2%SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES","0.999384520695492","1","-0.160085666682221","-0.501631630695441","6494","57","c(""Creb5"", ""Gab1"", ""Pak6"", ""F2rl2"", ""Pard3"", ""Akt2"", ""Prex1"", ""Cdk2"", ""Pak1"", ""Tsc2"", ""Slc2a4"", ""Pik3cd"")"
"143","BIOCARTA_NTHI_PATHWAY%MSIGDB_C2%BIOCARTA_NTHI_PATHWAY","0.525090909090909","0.985849841050006","0.360442015321535","0.945558080080045","2165","17","c(""Map3k7"", ""Smad3"")"
